LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
H 에비뉴 호텔 신촌 이대,서울,마포구,서울 마포구 신촌로 152,['반려동물 동반 불가']
나인브릭 호텔,서울,마포구,서울 마포구 홍익로5길 32,['반려동물 동반 불가']
아만티 호텔 서울,서울,마포구,서울 마포구 월드컵북로 31,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
신라스테이 마포,서울,마포구,서울 마포구 마포대로 83,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 더 디자이너스 홍대,서울,마포구,서울 마포구 양화로 86,['반려동물 동반 불가']
메리골드 호텔,서울,마포구,서울 마포구 양화로 112,['반려동물 동반 불가']
베니키아 더엠호텔,서울,마포구,서울 마포구 월드컵북로 120,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
스탠포드 호텔 서울,서울,마포구,서울 마포구 월드컵북로58길 15,['반려동물 동반 불가']
롯데시티호텔 마포,서울,마포구,서울 마포구 마포대로 109,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
서울 가든 호텔,서울,마포구,서울 마포구 마포대로 58,['반려동물 동반 불가']
위고인 호스텔,서울,서대문구,서울 서대문구 신촌로 141 위고인호스텔빌딩,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
서울 그랜드 호스텔 이대,서울,서대문구,서울 서대문구 신촌로 155,['반려동물 동반 불가']
에버에잇 레지던스,서울,서대문구,서울 서대문구 신촌역로 7,['반려동물 동반 불가']
호텔 밀하우스 신촌,서울,서대문구,서울 서대문구 연세로2나길 5,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 라싸,서울,서대문구,서울 서대문구 연세로2가길 3,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
신라스테이 서대문,서울,서대문구,서울 서대문구 충정로 76,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
스위스 그랜드 호텔,서울,서대문구,서울 서대문구 연희로 353,['반려동물 동반 불가']
포레스타,서울,성동구,서울 성동구 무학로2길 51,['반려동물 동반 불가']
호텔디아티스트 연신내점,서울,은평구,서울 은평구 통일로 891,['반려동물 동반 불가']
브릭스 호텔,서울,은평구,서울 은평구 은평로8길 1,['반려동물 동반 불가']
라비야 호텔,서울,은평구,서울 은평구 진흥로 138,['반려동물 동반 불가']
노블레스 호텔,서울,노원구,서울 노원구 노해로77길 22,['반려동물 동반 불가']
호텔베이204 도봉,서울,도봉구,서울 도봉구 도봉로 710,['반려동물 동반 불가']
솔라리움 시티,서울,강북구,서울 강북구 덕릉로 111,['반려동물 동반 불가']
에이치 애비뉴 호텔 성신,서울,성북구,서울 성북구 동소문로 130,['반려동물 동반 불가']
아리랑힐 호텔 동대문,서울,성북구,서울 성북구 아리랑로 8,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
서울 DH 네상스 호텔,서울,성북구,서울 성북구 동소문로20나길 39,['반려동물 동반 불가']
라코지스테이,서울,중랑구,서울 중랑구 망우로 232,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 드 씨엘,서울,중랑구,서울 중랑구 동일로 866,['반려동물 동반 불가']
체이슨 엠,서울,동대문구,서울 동대문구 회기로 188-12,['반려동물 동반 불가']
호텔 유니크 바이 포레,서울,동대문구,서울 동대문구 이문로 192,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
에스엠부티크호텔,서울,동대문구,서울 동대문구 천호대로 291-1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
더 리센츠,서울,동대문구,서울 동대문구 천호대로 383,['반려동물 동반 불가']
골든 시티 호텔 동대문,서울,동대문구,서울 동대문구 천호대로 377,['반려동물 동반 불가']
호텔 더 디자이너스 청량리,서울,동대문구,서울 동대문구 왕산로 226,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
동대문 부티크나인,서울,동대문구,서울 동대문구 왕산로 28,['반려동물 동반 불가']
베니키아 호텔 플라워,서울,동대문구,서울 동대문구 왕산로 269,['반려동물 동반 불가']
호텔 케이월드,서울,광진구,서울 광진구 동일로 90,['반려동물 동반 불가']
호텔 더 디자이너스 프리미어 건대,서울,광진구,서울 광진구 동일로 172,['반려동물 동반 불가']
H 에비뉴 호텔 건대,서울,광진구,서울 광진구 동일로 156,['반려동물 동반 불가']
호텔 부티크나인 능동,서울,광진구,서울 광진구 천호대로 560,['반려동물 동반 불가']
호텔 더 디자이너스 건대,서울,광진구,서울특별시 광진구 중곡동 천호대로 521,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 컬리넌 건대,서울,광진구,서울 광진구 동일로 212,['반려동물 동반 불가']
더 클래식 500 이그제큐티브 레지던스 펜타즈,서울,광진구,서울 광진구 능동로 90,['반려동물 동반 불가']
그랜드 워커힐 서울,서울,광진구,서울 광진구 워커힐로 177,['반려동물 동반 불가']
동서울 호텔,서울,광진구,서울 광진구 구의강변로 38,['반려동물 동반 불가']
호텔 포코 성수,서울,성동구,서울 성동구 성수이로 96,"['반려동물 동반 가능(반려견만 허용, 객실당 2마리, 1마리당 최대 10 kg)*', '장애인 안내 동물 동반 가능', '특정 객실만, 제한 사항 적용*', '반려동물 감독 필수', '먹이/물 그릇, 반려동물용 변기 이용 가능']"
호텔 컬리넌 왕십리,서울,성동구,서울 성동구 무학로2길 47,['반려동물 동반 불가']
새턴호텔,서울,성동구,서울 성동구 자동차시장1길 29,['반려동물 동반 불가']
아모렉스 호텔,서울,성동구,서울 성동구 왕십리로20길 19,['반려동물 동반 불가']
노보텔 앰배서더 용산 - 서울드래곤시티,서울,용산구,서울 용산구 청파로20길 95,['반려동물 동반 불가']
노보텔 스위트 앰배서더 서울 용산 - 서울드래곤시티,서울,용산구,서울 용산구 청파로20길 95,['반려동물 동반 불가']
그랜드 머큐어 앰배서더 호텔 앤드 레지던스 서울 용산,서울,용산구,서울 용산구 청파로20길 95,"['반려동물 동반 가능(반려견만 허용, 객실당 2마리, 1마리당 최대 10 kg)*', '장애인 안내 동물 동반 가능', '반려동물 감독 필수', '먹이/물 그릇 이용 가능']"
호텔 더 디자이너스 서울역,서울,용산구,서울 용산구 한강대로 305,['반려동물 동반 불가']
"임피리얼 팰리스 부티크 호텔, 이태원",서울,용산구,서울 용산구 이태원로 221,['반려동물 동반 불가']
이태원 에이원호텔,서울,용산구,서울 용산구 이태원로20길 2-8,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
가야 라트리 호텔,서울,용산구,서울 용산구 한강대로 253,['반려동물 동반 불가']
몬드리안 서울 이태원,서울,용산구,서울 용산구 장문로 23,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
해밀톤 호텔,서울,용산구,서울 용산구 이태원로 179,['반려동물 동반 불가']
이태원 크라운 호텔,서울,용산구,서울 용산구 녹사평대로 140,['반려동물 동반 불가']
나인트리 호텔 동대문,서울,중구,서울 중구 을지로 224,['반려동물 동반 불가']
케이스타호텔,서울,중구,서울 중구 을지로 255,['반려동물 동반 불가']
오요호스텔 명동5,서울,중구,서울 중구 퇴계로18길 43,['반려동물 동반 불가']
레스케이프 호텔,서울,중구,서울 중구 퇴계로 67,"['반려동물 동반 가능(반려견만 허용, 객실당 2마리, 1마리당 최대 10 kg)*', '특정 객실만, 제한 사항 적용*', '반려동물 감독 필수', '먹이/물 그릇 이용 가능']"
노보텔 앰배서더 서울 동대문 호텔 & 레지던스,서울,중구,서울 중구 을지로 238,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
디어스 명동,서울,중구,서울 중구 퇴계로 176,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 더 디자이너스 DDP,서울,중구,서울 중구 퇴계로 293,['반려동물 동반 불가']
명동 G-STAR,서울,중구,서울 중구 퇴계로18길 41,['반려동물 동반 불가']
G2 호텔 명동,서울,중구,서울 중구 수표로 24,['반려동물 동반 불가']
나인트리 프리미어 호텔 명동 II,서울,중구,서울 중구 마른내로 28,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
알로프트 서울 명동,서울,중구,서울 중구 남대문로 56,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔스카이파크 명동2호점,서울,중구,서울 중구 명동9길 22,['반려동물 동반 불가']
트레블로지 동대문 호텔,서울,중구,서울 중구 동호로 359,['반려동물 동반 불가']
호텔 스카이파크 킹스타운 동대문점,서울,중구,서울 중구 장충단로13길 20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
영빈호텔,서울,중구,서울 중구 퇴계로56길 18,['반려동물 동반 불가']
코트야드 바이 메리어트 서울 남대문,서울,중구,서울 중구 남대문로 9,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
96번지 트래블러스 롯지,서울,중구,서울 중구 퇴계로 343-1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
K-게스트하우스 동대문 프리미엄,서울,중구,서울 중구 장충단로 213,['반려동물 동반 불가']
라마다 바이 윈덤 서울 동대문,서울,중구,서울 중구 동호로 354,['반려동물 동반 불가']
롯데시티호텔 명동,서울,중구,서울 중구 삼일대로 362,['반려동물 동반 불가']
소테츠호텔즈 더 스프라지르 서울 명동,서울,중구,서울 중구 남대문로5길 15,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
크라운파크호텔,서울,중구,서울 중구 남대문로7길 19,['반려동물 동반 불가']
에이큐브 호텔,서울,중구,서울 중구 동호로35길 5,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 스카이파크 센트럴 명동점,서울,중구,서울 중구 명동9길 16,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
24 게스트하우스 서울 시청점,서울,중구,서울 중구 덕수궁길 7,['반려동물 동반 불가']
솔라리아 니시테츠 호텔 서울 명동,서울,중구,서울 중구 명동8길 27,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 더 디자이너스 동대문,서울,중구,서울 중구 퇴계로 306,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
24게스트하우스 명동타운,서울,중구,서울 중구 퇴계로 61,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
크레토 호텔 명동,서울,중구,서울 중구 명동8가길 53,['반려동물 동반 불가']
호텔 잭슨나인스,강원,춘천시,강원 춘천시 중앙로 193,['반려동물 동반 불가']
세인트존스 호텔,강원,강릉시,강원 강릉시 창해로 307,"['반려동물 동반 무료(반려견만 허용, 객실당 1마리, 1마리당 최대 15 kg)', '장애인 안내 동물 동반 가능', '특정 객실만*', '반려동물 감독 필수', '먹이/물 그릇 이용 가능']"
더화이트호텔 평창,강원,평창군,강원 평창군 봉평면 태기로 228-95,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베스트웨스턴플러스 전주,전북,전주시,전북 전주시 완산구 현무1길 41,['반려동물 동반 불가']
호텔 케니 여수,전남,여수시,전남 여수시 충무로 54-2,['반려동물 동반 불가']
호텔 윈스토리,제주,서귀포시,제주특별자치도 서귀포시 중정로 11,['반려동물 동반 불가']
호텔 케니 서귀포,제주,서귀포시,제주특별자치도 서귀포시 동문로 42,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 휘슬라크 바이 베스트 웨스턴 시그니처 컬렉션,제주,제주시,제주특별자치도 제주시 서부두2길 26,['반려동물 동반 불가']
호텔위드제주,제주,제주시,제주특별자치도 제주시 노연로 34,['반려동물 동반 불가']
글로스터 호텔 제주,제주,제주시,제주특별자치도 제주시 삼무로 57,['반려동물 동반 불가']
코업시티 호텔 하버뷰,제주,서귀포시,제주특별자치도 서귀포시 남원읍 태위로 108,['반려동물 동반 불가']
코업시티호텔 성산,제주,서귀포시,제주특별자치도 서귀포시 성산읍 성산등용로 28,['반려동물 동반 불가']
유탑유블레스호텔 제주 함덕점,제주,제주시,제주특별자치도 제주시 조천읍 조함해안로 502,['반려동물 동반 불가']
체이슨호텔 더 스마일,제주,서귀포시,제주특별자치도 서귀포시 신서로48번길 50,['반려동물 동반 불가']
오션팰리스 호텔,제주,서귀포시,제주특별자치도 서귀포시 중앙로 14,['반려동물 동반 불가']
세인트비치 호텔,제주,제주시,제주특별자치도 제주시 조천읍 조함해안로 504,['반려동물 동반 불가']
아트스테이 서귀포 하버,제주,서귀포시,제주 서귀포시 태평로 436,['반려동물 동반 불가']
아이미제주비치호텔,제주,제주시,제주특별자치도 제주시 조천읍 조함해안로 474,['반려동물 동반 불가']
골든튤립 제주 성산 호텔,제주,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 31,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 윈 스카이,제주,서귀포시,제주특별자치도 서귀포시 신중남로 17,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
제주센트럴시티호텔,제주,제주시,제주특별자치도 제주시 노연로 66,['반려동물 동반 불가']
비스타케이 호텔 월드컵,제주,서귀포시,제주특별자치도 서귀포시 김정문화로41번길 10-6,['반려동물 동반 불가']
브라운 스위트 제주 호텔 앤 리조트,제주,서귀포시,제주특별자치도 서귀포시 성산읍 고성오조로 94,['반려동물 동반 불가']
호텔 HI,제주,서귀포시,제주특별자치도 서귀포시 중앙로47번길 25,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 리젠트 마린,제주,제주시,제주특별자치도 제주시 서부두2길 20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
신신호텔 제주공항,제주,제주시,제주특별자치도 제주시 도령로 124,['반려동물 동반 불가']
라마다 제주 함덕,제주,제주시,제주특별자치도 제주시 조천읍 신북로 470,['반려동물 동반 불가']
라마다 제주시티홀,제주,제주시,제주특별자치도 제주시 중앙로 304,['반려동물 동반 불가']
이스턴 호텔 제주,제주,서귀포시,제주특별자치도 서귀포시 서호중로 65,['반려동물 동반 불가']
디아일랜드블루호텔,제주,서귀포시,제주특별자치도 서귀포시 태평로431번길 3,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔골든데이지 서귀포오션,제주,서귀포시,제주특별자치도 서귀포시 동홍로 7,['반려동물 동반 불가']
더 베스트 제주 성산 호텔,제주,서귀포시,제주특별자치도 서귀포시 성산읍 동류암로 26,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
그랜드밀리언스호텔,제주,서귀포시,제주 서귀포시 서호중앙로 84,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
엠스테이 호텔 제주,제주,서귀포시,제주특별자치도 서귀포시 태평로353번길 14,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베니키아 호텔 대림,대전,중구,대전 중구 대종로505번길 50,['반려동물 동반 불가']
대전 아이호텔,대전,유성구,대전 유성구 엑스포로123번길 27-5,['반려동물 동반 불가']
경하온천호텔,대전,유성구,대전 유성구 온천로101번길 30,['반려동물 동반 불가']
호텔 ICC,대전,유성구,대전 유성구 엑스포로123번길 55,['반려동물 동반 불가']
호텔 인터시티,대전,유성구,대전 유성구 온천로 92,['반려동물 동반 불가']
유성호텔,대전,유성구,대전 유성구 온천로 9,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
롯데 시티 호텔 대전,대전,유성구,대전 유성구 엑스포로123번길 33,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
디 엠프레스 호텔,대전,서구,대전 서구 한밭대로570번길 29-20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 플라밍고,대전,동구,대전 동구 동서대로1683번길 76-7,['반려동물 동반 불가']
선샤인 호텔,대전,동구,대전 동구 동서대로 1700,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
말리 호텔 앤 리조트,충남,태안군,충남 태안군 소원면 만리포1길 95,"['반려동물 동반 무료', '특정 객실만, 제한 사항 적용*']"
온양제일호텔,충남,아산시,충남 아산시 온천대로 1462,['반려동물 동반 불가']
온양관광호텔,충남,아산시,충남 아산시 온천대로 1459,['반려동물 동반 불가']
호텔 머드린,충남,보령시,충남 보령시 해수욕장8길 28,['반려동물 동반 불가']
베니키아 천안 관광호텔,충청남도,천안시,충청남도 천안시 서북구 양지21길 42 (성정동),['반려동물 동반 불가']
티포인트관광호텔,충남,천안시,충남 천안시 서북구 성정공원5로 42,['반려동물 동반 불가']
메트로관광호텔,충남,천안시,충남 천안시 동남구 대흥로 241-11,['반려동물 동반 불가']
신라스테이 천안,충남,천안시,충남 천안시 서북구 동서대로 177,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
무주 나봄리조트,전북,무주군,전북 무주군 설천면 월곡길 45,['반려동물 동반 불가']
오헤브데이호텔,전북,남원시,전북 남원시 운봉읍 바래봉길 193,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
스위트 호텔 남원,전북,남원시,전북 남원시 주천면 원천로 217,['반려동물 동반 불가']
정읍 호텔로얄,전북,정읍시,전북 정읍시 중앙로 170,['반려동물 동반 불가']
웨스턴라이프 호텔,전북,익산시,전북 익산시 동서로 380,['반려동물 동반 불가']
베스트 웨스턴 군산 호텔,전북,군산시,전북 군산시 새만금북로 435,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베니키아 아리울 호텔,전북,군산시,전북 군산시 가도안1길 45,['반려동물 동반 불가']
리츠 플라자 호텔,전북,군산시,전북 군산시 한밭안길 30,['반려동물 동반 불가']
늘품호텔,전북,전주시,전북 전주시 완산구 기린대로 90,['반려동물 동반 불가']
나비잠 한옥 호텔,전북,전주시,전북 전주시 완산구 팔달로 150-17,"['반려동물 동반 가능(1마리당 최대 8 kg)*', '장애인 안내 동물 동반 가능', '특정 객실만*', '반려동물 감독 필수']"
오페라21호텔,전북,전주시,전북 전주시 덕진구 정언신로 186,['반려동물 동반 불가']
그랜드힐스턴호텔,전북,전주시,전라북도 전주시 완산구 온고을로 211 (효자동3가),['반려동물 동반 불가']
로니호텔,전북,전주시,전북 전주시 완산구 전주객사4길 74-50,['반려동물 동반 불가']
전주영화호텔,전북,전주시,전북 전주시 완산구 전주객사2길 28-27,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
전주 관광 호텔,전북,전주시,전북 전주시 완산구 전주객사5길 44-5,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
풍남관광호텔,전북,전주시,전북 전주시 완산구 팔달로 212-9,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
전주 한성 투어리스트 호텔,전북,전주시,전북 전주시 완산구 전주객사5길 43-3,['반려동물 동반 불가']
라한호텔 전주,전북,전주시,전북 전주시 완산구 기린대로 85,['반려동물 동반 불가']
쏠비치 진도,전남,진도군,전남 진도군 의신면 송군길 30-40,['반려동물 동반 불가']
완도 원네스 리조트,전남,완도군,전남 완도군 완도읍 청해진서로 189-50,['반려동물 동반 불가']
은혜가족호텔,전남,장성군,전남 장성군 북하면 백양로 1129-14,['반려동물 동반 불가']
백양관광호텔,전남,장성군,전남 장성군 북하면 백양로 941,['반려동물 동반 불가']
호텔 더 스타,서울,중구,서울 중구 소공로 119,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
한옥 호텔 영산재,전남,영암군,전남 영암군 상호읍 나불외도로 126-17,['반려동물 동반 불가']
더케이 지리산 가족호텔,전남,구례군,전라남도 구례군 산동면 지리산온천로 317,['반려동물 동반 불가']
담양리조트,전남,담양군,전남 담양군 금성면 금성산성길 202,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
순천 호텔캐슬,전남,순천시,전남 순천시 상풍길 37,['반려동물 동반 불가']
아트앤스테이 - 호스텔,전남,순천시,전남 순천시 팔마로 126,['반려동물 동반 불가']
더 베이 호텔 & 풀 빌라,전남,순천시,전남 순천시 동너리길 170,['반려동물 동반 불가']
호텔 아이엠,전남,순천시,전남 순천시 역전광장1길 6,['반려동물 동반 불가']
샤인 호텔,전남,순천시,전남 순천시 남신월길 4,['반려동물 동반 불가']
파인힐스 호텔,전남,순천시,전남 순천시 주암면 송광사길 99,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
Ecograd Hotel,전남,순천시,전남 순천시 백강로 234,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
순천 베네치아 관광호텔,전남,순천시,전남 순천시 팔마2길 13,['반려동물 동반 불가']
여수 썬힐스파펜션,전남,여수시,전남 여수시 돌산읍 신추길 22,['반려동물 동반 불가']
슈가브리움,전남,여수시,전남 여수시 돌산읍 몰둠벙길 58,['반려동물 동반 불가']
키웨스트 리조트,전남,여수시,전남 여수시 이순신광장로 139,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
디아크리조트,전남,여수시,전남 여수시 돌산읍 돌산로 3169-30,['반려동물 동반 불가']
꿀잠호텔,전남,여수시,전남 여수시 공화남2길 12,['반려동물 동반 불가']
엠제이투어호스텔,전남,여수시,전남 여수시 오동도로 86,"['반려동물 동반 무료(반려견만 허용, 객실당 1마리, 1마리당 최대 5 kg)', '장애인 안내 동물 동반 가능', '특정 객실만*', '반려동물 감독 필수']"
폴로니아 호스텔&게스트하우스,전남,여수시,전남 여수시 동문로 139,['반려동물 동반 불가']
아리아 펜션 리조트,전남,여수시,전남 여수시 망양로 185,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
지뜨펜션,전남,여수시,전남 여수시 여수시민로 1,['반려동물 동반 불가']
씨스타호스텔 여수,전남,여수시,전남 여수시 소호1길 40,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
라테라스 부티크 리조트 & 스파,전남,여수시,전남 여수시 돌산읍 진모1길 29-12,['반려동물 동반 불가']
백패커스 인 여수 - 호스텔,전남,여수시,전남 여수시 공화남2길 14,['반려동물 동반 불가']
한옥호텔 오동재,전남,여수시,전남 여수시 박람회길 99,['반려동물 동반 불가']
오동도 호텔,전남,여수시,전남 여수시 오동도로 102,['반려동물 동반 불가']
스테이더딜라잇 여수점,전남,여수시,전남 여수시 망양로 20,['반려동물 동반 불가']
베니키아 호텔 여수,전남,여수시,전남 여수시 시청서6길 19,['반려동물 동반 불가']
디오션호텔,전남,여수시,전남 여수시 소호로 295,['반려동물 동반 불가']
나르샤관광호텔,전남,여수시,전남 여수시 시청서6길 3,['반려동물 동반 불가']
비앤비치 호텔,전남,여수시,전남 여수시 시청서6길 25,['반려동물 동반 불가']
샹보르 호텔,전남,여수시,전남 여수시 공화남2길 20,['반려동물 동반 불가']
마띠유 여수,전남,여수시,전남 여수시 오동도로 20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔몬다비,전남,목포시,전남 목포시 수강로4번길 33,['반려동물 동반 불가']
샹그리아비치관광호텔,전남,목포시,전남 목포시 평화로 79,['반려동물 동반 불가']
엘가 호텔,경기,화성시,경기 화성시 향남읍 평6길 46-1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 푸르미르,경기,화성시,경기 화성시 효행로 480,['반려동물 동반 불가']
베니키아 더 에이치 호텔,경기,화성시,경기 화성시 남양읍 역골로 3-12,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
롤링 힐스 호텔,경기,화성시,경기 화성시 남양읍 시청로 290,['반려동물 동반 불가']
신라스테이 동탄,경기,화성시,경기 화성시 노작로 161,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 갤러리,경기,포천시,경기 포천시 소흘읍 죽엽산로 432-17,['반려동물 동반 불가']
아시아 관광 호텔,경기,평택시,경기 평택시 신장로 33,"['반려동물 동반 가능(반려견과 반려묘만 허용, 1마리당 최대 10 kg)*', '장애인 안내 동물 동반 가능', '특정 객실만*', '반려동물 감독 필수']"
평택스테이호텔,경기,평택시,경기 평택시 평택1로 7,['반려동물 동반 불가']
가보호텔,경기,평택시,경기 평택시 평택5로76번길 18-10,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
뷰티풀호텔,경기,파주시,경기 파주시 중앙로 94-9,['반려동물 동반 불가']
호텔 시에나,경기,파주시,경기 파주시 소리천로 31,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
에덴 파라다이스호텔,경기,이천시,경기 이천시 마장면 서이천로 449-82,['반려동물 동반 불가']
호텔 더 클래스,경기,이천시,경기 이천시 중리천로 126-19,['반려동물 동반 불가']
호텔 미란다,경기,이천시,경기 이천시 중리천로115번길 45,['반려동물 동반 불가']
의정부 라트리호텔,경기,의정부시,경기 의정부시 청사로6번길 19-13,['반려동물 동반 불가']
제이비스호텔,경기,의정부시,경기 의정부시 청사로6번길 19-7,['반려동물 동반 불가']
호텔더숨포레스트,경기,용인시,경기 용인시 처인구 포곡읍 성산로 633,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
파인관광호텔,경기,용인시,경기 용인시 기흥구 삼성2로96번길 29-49,['반려동물 동반 불가']
용인 아스트로호텔,경기,용인시,경기 용인시 수지구 포은대로 479,['반려동물 동반 불가']
호텔얼레이,경기,용인시,경기 용인시 기흥구 신정로 231,['반려동물 동반 불가']
호텔디,경기,오산시,경기 오산시 원동로 5,['반려동물 동반 불가']
썬밸리 호텔,경기,여주시,경기 여주시 강변유원지길 45,['반려동물 동반 불가']
한화리조트 양평,경기,양평군,경기 양평군 옥천면 신촌길 188,['반려동물 동반 불가']
CS 프리미어 호텔,경기,안양시,경기 안양시 만안구 경수대로 1180,['반려동물 동반 불가']
어반 부티크 호텔,경기,안양시,경기 안양시 동안구 흥안대로 497,['반려동물 동반 불가']
삼원프라자호텔,경기,안양시,경기 안양시 만안구 장내로139번길 7,['반려동물 동반 불가']
센트럴 투어리스트 호텔,경기,안양시,경기 안양시 동안구 흥안대로 513,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
코암관광호텔,경기,안양시,경기 안양시 만안구 만안로 101,['반려동물 동반 불가']
호텔 마에스트로,경기,안성시,경기 안성시 양성면 안성맞춤대로 2134-36,['반려동물 동반 불가']
로자벨 호텔,경기,안산시,경기 안산시 단원구 원곡공원로 1,['반려동물 동반 불가']
엠블던 호텔,경기,안산시,경기 안산시 단원구 중앙대로 869,['반려동물 동반 불가']
호텔 클로버,경기,안산시,경기 안산시 상록구 양지편로 22,['반려동물 동반 불가']
호텔 스퀘어 안산,경기,안산시,경기 안산시 단원구 동산로 81,['반려동물 동반 불가']
대부도호텔마리나,경기,안산시,경기 안산시 단원구 사근여길 5,['반려동물 동반 불가']
호텔아우라,경기,안산시,경기 안산시 상록구 양지편로 10,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
안산 서원 호텔,경기,안산시,경기 안산시 상록구 서암로 8,['반려동물 동반 불가']
서울투어리스트호텔,경기,시흥시,경기 시흥시 군자천로 315,['반려동물 동반 불가']
호텔 가덴,경기,수원시,경기 수원시 권선구 경수대로335번길 12,['반려동물 동반 불가']
잇츠더블유,경기,수원시,경기 수원시 팔달구 고화로13번길 23,['반려동물 동반 불가']
마루호텔,경기,수원시,경기 수원시 팔달구 고화로9번길 33,['반려동물 동반 불가']
아이비스테이 수원,경기,수원시,경기 수원시 팔달구 갓매산로76번길 9,['반려동물 동반 불가']
코트야드 바이 메리어트 수원,경기,수원시,경기 수원시 영통구 광교호수공원로 320,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
수원 해시호텔,경기,수원시,경기 수원시 팔달구 갓매산로 72-1,['반려동물 동반 불가']
호텔 리츠,경기,수원시,경기 수원시 팔달구 권광로134번길 44-11,['반려동물 동반 불가']
호텔 아르떼,경기,수원시,경기 수원시 팔달구 인계로108번길 37,['반려동물 동반 불가']
로얄 프라임 호텔,경기,수원시,경기 수원시 권선구 금곡로197번길 17-10,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
수원 도노 1796 호텔,강원,동해시,강원 동해시 중앙로 210-1,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
